"year","zone","indicator","measure","value"
"2008-2009","S01002310","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002310","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",27
"2008-2009","S01002310","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01002310","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",12
"2008-2009","S01002310","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",64
"2008-2009","S01002310","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",75
"2008-2009","S01002310","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01002310","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",83
"2008-2009","S01002310","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",85
"2008-2009","S01002310","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",54
"2008-2009","S01002310","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",70
"2008-2009","S01002310","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01002310","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",83
"2008-2009","S01002310","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",89
"2008-2009","S01002310","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",37
"2008-2009","S01002310","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01002310","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",254
"2008-2009","S01002310","Estimated Median Gross Total Household Income Per Week","Median",335
"2008-2009","S01002310","Estimated Median Net Total Household Income Per Week","Median",256
"2008-2009","S01002310","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",349
"2008-2009","S01002310","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",358
"2008-2009","S01002310","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",332
"2008-2009","S01002310","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",416
"2008-2009","S01002310","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",303
"2008-2009","S01002311","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002311","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002311","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",18
"2008-2009","S01002311","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",17
"2008-2009","S01002311","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01002311","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",13
"2008-2009","S01002311","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002311","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002311","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",30
"2008-2009","S01002311","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01002311","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",39
"2008-2009","S01002311","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",43
"2008-2009","S01002311","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",50
"2008-2009","S01002311","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",28
"2008-2009","S01002311","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",34
"2008-2009","S01002311","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",40
"2008-2009","S01002311","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",44
"2008-2009","S01002311","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",53
"2008-2009","S01002311","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01002311","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002311","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",530
"2008-2009","S01002311","Estimated Median Gross Total Household Income Per Week","Median",568
"2008-2009","S01002311","Estimated Median Net Total Household Income Per Week","Median",496
"2008-2009","S01002311","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",489
"2008-2009","S01002311","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",518
"2008-2009","S01002311","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",495
"2008-2009","S01002311","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",595
"2008-2009","S01002311","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",450
"2008-2009","S01002312","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01002312","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01002312","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",36
"2008-2009","S01002312","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",30
"2008-2009","S01002312","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",29
"2008-2009","S01002312","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01002312","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",27
"2008-2009","S01002312","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",13
"2008-2009","S01002312","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",59
"2008-2009","S01002312","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",71
"2008-2009","S01002312","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",77
"2008-2009","S01002312","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",82
"2008-2009","S01002312","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",87
"2008-2009","S01002312","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",49
"2008-2009","S01002312","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",65
"2008-2009","S01002312","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",76
"2008-2009","S01002312","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",82
"2008-2009","S01002312","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",89
"2008-2009","S01002312","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",40
"2008-2009","S01002312","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002312","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",275
"2008-2009","S01002312","Estimated Median Gross Total Household Income Per Week","Median",357
"2008-2009","S01002312","Estimated Median Net Total Household Income Per Week","Median",269
"2008-2009","S01002312","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",303
"2008-2009","S01002312","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",299
"2008-2009","S01002312","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",318
"2008-2009","S01002312","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",400
"2008-2009","S01002312","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",265
"2008-2009","S01002313","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",12
"2008-2009","S01002313","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",12
"2008-2009","S01002313","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",15
"2008-2009","S01002313","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",13
"2008-2009","S01002313","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002313","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01002313","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002313","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",3
"2008-2009","S01002313","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",13
"2008-2009","S01002313","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",20
"2008-2009","S01002313","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",29
"2008-2009","S01002313","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",37
"2008-2009","S01002313","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",53
"2008-2009","S01002313","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",11
"2008-2009","S01002313","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",18
"2008-2009","S01002313","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",25
"2008-2009","S01002313","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",35
"2008-2009","S01002313","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",51
"2008-2009","S01002313","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",6
"2008-2009","S01002313","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",4
"2008-2009","S01002313","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",702
"2008-2009","S01002313","Estimated Median Gross Total Household Income Per Week","Median",713
"2008-2009","S01002313","Estimated Median Net Total Household Income Per Week","Median",576
"2008-2009","S01002313","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",524
"2008-2009","S01002313","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",438
"2008-2009","S01002313","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",576
"2008-2009","S01002313","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",590
"2008-2009","S01002313","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",473
"2008-2009","S01002314","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",12
"2008-2009","S01002314","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",12
"2008-2009","S01002314","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",16
"2008-2009","S01002314","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",14
"2008-2009","S01002314","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",15
"2008-2009","S01002314","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002314","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01002314","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",2
"2008-2009","S01002314","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",25
"2008-2009","S01002314","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01002314","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",44
"2008-2009","S01002314","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",50
"2008-2009","S01002314","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",62
"2008-2009","S01002314","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",22
"2008-2009","S01002314","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",33
"2008-2009","S01002314","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",43
"2008-2009","S01002314","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",50
"2008-2009","S01002314","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",64
"2008-2009","S01002314","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",13
"2008-2009","S01002314","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002314","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",532
"2008-2009","S01002314","Estimated Median Gross Total Household Income Per Week","Median",552
"2008-2009","S01002314","Estimated Median Net Total Household Income Per Week","Median",443
"2008-2009","S01002314","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",498
"2008-2009","S01002314","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",418
"2008-2009","S01002314","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",529
"2008-2009","S01002314","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",550
"2008-2009","S01002314","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",448
"2008-2009","S01002315","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01002315","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01002315","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",19
"2008-2009","S01002315","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",19
"2008-2009","S01002315","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002315","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01002315","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002315","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002315","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",26
"2008-2009","S01002315","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01002315","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",44
"2008-2009","S01002315","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",56
"2008-2009","S01002315","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",70
"2008-2009","S01002315","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",25
"2008-2009","S01002315","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",34
"2008-2009","S01002315","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",43
"2008-2009","S01002315","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",54
"2008-2009","S01002315","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",73
"2008-2009","S01002315","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",11
"2008-2009","S01002315","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002315","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",487
"2008-2009","S01002315","Estimated Median Gross Total Household Income Per Week","Median",514
"2008-2009","S01002315","Estimated Median Net Total Household Income Per Week","Median",446
"2008-2009","S01002315","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",417
"2008-2009","S01002315","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",402
"2008-2009","S01002315","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",419
"2008-2009","S01002315","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",506
"2008-2009","S01002315","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",379
"2008-2009","S01002316","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002316","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002316","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",14
"2008-2009","S01002316","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",14
"2008-2009","S01002316","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",15
"2008-2009","S01002316","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01002316","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01002316","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002316","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",19
"2008-2009","S01002316","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",23
"2008-2009","S01002316","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",25
"2008-2009","S01002316","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",28
"2008-2009","S01002316","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",38
"2008-2009","S01002316","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",19
"2008-2009","S01002316","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",22
"2008-2009","S01002316","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",25
"2008-2009","S01002316","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",30
"2008-2009","S01002316","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",38
"2008-2009","S01002316","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002316","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002316","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",673
"2008-2009","S01002316","Estimated Median Gross Total Household Income Per Week","Median",696
"2008-2009","S01002316","Estimated Median Net Total Household Income Per Week","Median",606
"2008-2009","S01002316","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",552
"2008-2009","S01002316","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",584
"2008-2009","S01002316","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",570
"2008-2009","S01002316","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",688
"2008-2009","S01002316","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",507
"2008-2009","S01002317","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",25
"2008-2009","S01002317","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",25
"2008-2009","S01002317","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",17
"2008-2009","S01002317","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",14
"2008-2009","S01002317","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01002317","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",13
"2008-2009","S01002317","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01002317","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",6
"2008-2009","S01002317","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",23
"2008-2009","S01002317","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",34
"2008-2009","S01002317","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",47
"2008-2009","S01002317","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",57
"2008-2009","S01002317","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",72
"2008-2009","S01002317","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",20
"2008-2009","S01002317","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",33
"2008-2009","S01002317","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",44
"2008-2009","S01002317","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",56
"2008-2009","S01002317","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",70
"2008-2009","S01002317","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",9
"2008-2009","S01002317","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",9
"2008-2009","S01002317","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",536
"2008-2009","S01002317","Estimated Median Gross Total Household Income Per Week","Median",555
"2008-2009","S01002317","Estimated Median Net Total Household Income Per Week","Median",411
"2008-2009","S01002317","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",536
"2008-2009","S01002317","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",370
"2008-2009","S01002317","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",460
"2008-2009","S01002317","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",637
"2008-2009","S01002317","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",464
"2008-2009","S01002318","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01002318","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01002318","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",30
"2008-2009","S01002318","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",23
"2008-2009","S01002318","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01002318","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",22
"2008-2009","S01002318","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01002318","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01002318","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",47
"2008-2009","S01002318","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",58
"2008-2009","S01002318","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",65
"2008-2009","S01002318","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",73
"2008-2009","S01002318","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",82
"2008-2009","S01002318","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",42
"2008-2009","S01002318","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",53
"2008-2009","S01002318","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",65
"2008-2009","S01002318","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",74
"2008-2009","S01002318","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",88
"2008-2009","S01002318","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",30
"2008-2009","S01002318","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002318","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",333
"2008-2009","S01002318","Estimated Median Gross Total Household Income Per Week","Median",409
"2008-2009","S01002318","Estimated Median Net Total Household Income Per Week","Median",310
"2008-2009","S01002318","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",339
"2008-2009","S01002318","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",324
"2008-2009","S01002318","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",362
"2008-2009","S01002318","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",433
"2008-2009","S01002318","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",296
"2008-2009","S01002319","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",28
